year,make,model,trim,condition (5 is best),odometer,state,Ext Color,Date Sold,"Ave Price (for that make,model,trim, year)",Actual Selling Price,,,
2013,ford,explorer,limited,3.2,52098,co,silver,2015-02-11T12:00:00.000Z,26400,26400,,,
2013,ford,explorer,limited,3.9,54245,ne,blue,2014-12-31T19:00:00.000Z,21700,26400,,,
2013,ford,explorer,limited,3.4,33178,mo,—,2014-12-23T18:30:00.000Z,25500,26400,,,
2013,ford,explorer,limited,4.2,38820,tx,silver,2015-02-18T10:00:00.000Z,25500,26300,,,
2013,ford,explorer,limited,3.9,45471,sc,burgundy,2015-01-29T09:15:00.000Z,27300,26300,,,
2013,ford,explorer,limited,3.6,41100,pa,red,2015-01-23T09:00:00.000Z,28000,26300,,,
2013,ford,explorer,limited,3.9,53978,nj,white,2015-01-07T17:30:00.000Z,24000,26250,,,
2013,ford,explorer,limited,4.3,42530,mn,—,2015-02-25T10:00:00.000Z,27500,26200,,,
2013,ford,explorer,limited,3.6,47417,tn,—,2015-02-18T10:00:00.000Z,27200,26200,,,
2013,ford,explorer,limited,4.2,36041,,—,2015-01-15T09:00:00.000Z,25000,26200,,,
2013,ford,explorer,limited,3.8,38782,mo,red,2015-01-06T10:30:00.000Z,25900,26200,,,
2013,ford,explorer,limited,3.6,43081,mo,green,2015-02-25T10:45:00.000Z,27400,26100,,,
2013,ford,explorer,limited,4.2,48284,,red,2015-01-15T12:00:00.000Z,26000,26100,,,
2013,ford,explorer,limited,4.2,38551,ca,black,2014-12-18T19:30:00.000Z,24700,26100,,,
2013,ford,explorer,limited,3.9,41654,pa,green,2015-01-09T17:00:00.000Z,26200,26000,,,
2013,ford,explorer,limited,4.3,13128,fl,—,2015-01-07T18:00:00.000Z,29400,26000,,,
2013,ford,explorer,limited,3.2,33332,mo,—,2015-01-06T19:00:00.000Z,27400,26000,,,
2013,ford,explorer,limited,3.8,52992,co,gray,2015-02-18T11:00:00.000Z,26000,25900,,,
2013,ford,explorer,limited,4.8,40900,oh,silver,2015-01-06T09:00:00.000Z,25500,25900,,,
2013,ford,explorer,limited,3.6,41269,co,black,2014-12-23T19:00:00.000Z,24000,25900,,,
2013,ford,explorer,limited,4.3,43059,tx,white,2015-01-07T18:15:00.000Z,24200,25800,,,
2013,ford,explorer,limited,4,50890,oh,gray,2015-01-27T09:30:00.000Z,26300,25700,,,
2013,ford,explorer,limited,3.8,50432,oh,white,2015-01-27T09:00:00.000Z,26400,25700,,,
2013,ford,explorer,limited,3.8,46975,,black,2015-01-15T11:30:00.000Z,26200,25700,,,
2013,ford,explorer,limited,4.9,40763,ca,gray,2014-12-26T23:00:00.000Z,24100,25700,,,
2013,ford,explorer,limited,3.5,38293,ca,red,2015-01-08T19:30:00.000Z,24600,25600,,,
2013,ford,explorer,limited,3.9,41580,ca,white,2014-12-18T19:30:00.000Z,25200,25500,,,
2013,ford,explorer,limited,3.8,48222,mo,—,2015-02-24T10:30:00.000Z,26600,25400,,,
2013,ford,explorer,limited,3.8,42064,ga,silver,2015-01-27T09:30:00.000Z,24500,25400,,,
2013,ford,explorer,limited,4.1,37559,tx,red,2015-01-21T10:15:00.000Z,25300,25400,,,
2013,ford,explorer,limited,4.3,42863,fl,—,2015-02-18T10:00:00.000Z,24500,25300,,,
2013,ford,explorer,limited,3.7,42156,tx,red,2015-02-04T10:30:00.000Z,24300,25300,,,
2013,ford,explorer,limited,4.2,38124,pa,white,2015-01-07T09:30:00.000Z,26000,25300,,,
2013,ford,explorer,limited,4,39040,mo,—,2015-02-24T10:30:00.000Z,25400,25200,,,
2013,ford,explorer,limited,4.1,39032,tn,—,2015-01-28T10:00:00.000Z,25000,25200,,,
2013,ford,explorer,limited,3.3,39254,tx,gray,2015-01-07T18:15:00.000Z,25500,25200,,,
2013,ford,explorer,limited,4.2,39648,fl,gray,2015-01-06T09:30:00.000Z,25700,25200,,,
2014,ford,escape,se,4.9,10906,qc,white,2015-02-10T10:00:00.000Z,23400,25000,,,
2013,ford,explorer,limited,4.2,57295,nc,white,2015-01-26T09:30:00.000Z,25200,25000,,,
2013,ford,explorer,limited,3.5,38742,mo,gray,2015-01-14T10:00:00.000Z,24600,25000,,,
2013,ford,explorer,limited,4.3,84539,nj,—,2015-01-14T09:30:00.000Z,21300,25000,,,
2013,ford,explorer,limited,4.4,33869,mo,green,2014-12-23T19:00:00.000Z,26500,25000,,,
2013,ford,explorer,limited,3.6,42947,ga,silver,2015-01-20T09:30:00.000Z,24500,24900,,,
2013,ford,explorer,limited,3.9,40247,tx,white,2015-01-14T10:15:00.000Z,24500,24900,,,
2013,ford,explorer,limited,3.6,44090,mo,green,2014-12-23T19:00:00.000Z,23500,24900,,,
2013,ford,explorer,limited,3.7,39547,tx,black,2015-02-25T10:15:00.000Z,25300,24800,,,
2014,ford,escape,se,4.8,9422,qc,gray,2015-02-10T10:00:00.000Z,23500,24800,,,
2013,ford,explorer,limited,3.9,41137,ga,silver,2015-02-03T09:30:00.000Z,24500,24800,,,
2013,ford,explorer,limited,4.9,41808,tx,white,2015-01-14T10:15:00.000Z,24300,24800,,,
2013,ford,explorer,limited,3.6,41199,tx,gray,2015-01-07T18:15:00.000Z,25200,24800,,,
2013,ford,explorer,limited,3.6,41027,fl,gray,2015-01-06T09:30:00.000Z,25200,24800,,,
2014,ford,escape,se,5,11873,qc,white,2014-12-23T18:00:00.000Z,24000,24800,,,
2013,ford,explorer,limited,4.2,42152,tx,black,2015-02-18T10:15:00.000Z,24700,24700,,,
2014,ford,escape,se,4.8,17354,qc,red,2015-02-10T10:00:00.000Z,22500,24700,,,
2013,ford,explorer,limited,4.4,42297,tx,white,2015-01-28T10:15:00.000Z,24500,24700,,,
2013,ford,explorer,limited,4.9,38794,tn,—,2015-01-28T10:00:00.000Z,25100,24700,,,
2013,ford,explorer,limited,4.3,43097,fl,white,2015-01-20T09:30:00.000Z,24600,24700,,,
2013,ford,explorer,limited,3.3,38146,pa,black,2014-12-23T17:00:00.000Z,24600,24700,,,
2012,hyundai,sonata,gls,3.7,33890,tn,white,2014-01-07T18:30:00.000Z,11550,24700,,,
2013,ford,explorer,limited,3.7,37839,fl,—,2015-02-05T09:00:00.000Z,25000,24600,,,
2013,ford,explorer,limited,3.7,34858,mo,green,2015-02-03T11:00:00.000Z,25500,24600,,,
2013,ford,explorer,limited,3.7,43876,tx,green,2015-02-25T10:00:00.000Z,24300,24500,,,
2014,ford,escape,se,4.5,14950,qc,black,2015-02-24T10:00:00.000Z,23900,24500,,,
2013,ford,explorer,limited,3.6,40755,tn,silver,2015-02-18T10:00:00.000Z,25000,24500,,,
2014,ford,escape,se,4.6,14060,qc,black,2015-02-10T10:00:00.000Z,22900,24500,,,
2013,ford,explorer,limited,4.2,38627,fl,—,2015-02-05T09:00:00.000Z,24900,24500,,,
2013,ford,explorer,limited,4.2,41600,oh,white,2015-01-27T09:00:00.000Z,24600,24500,,,
2013,ford,explorer,limited,3.9,40386,tx,red,2015-01-14T10:15:00.000Z,24500,24500,,,
2013,ford,explorer,limited,3.9,44142,tx,black,2015-01-07T18:15:00.000Z,24700,24500,,,
2013,ford,explorer,limited,3.1,39519,mo,gray,2015-01-07T18:00:00.000Z,25400,24500,,,
2013,ford,explorer,limited,3.7,40686,tx,white,2015-02-04T10:15:00.000Z,24600,24400,,,
2013,ford,explorer,limited,4.8,44736,tx,red,2015-02-25T10:15:00.000Z,24100,24300,,,
2014,ford,escape,se,5,15144,qc,white,2015-02-24T10:00:00.000Z,23600,24300,,,
2013,ford,explorer,limited,4,42585,tx,silver,2015-01-28T10:00:00.000Z,24400,24300,,,
2013,ford,explorer,limited,3.3,43658,tx,white,2015-01-21T10:15:00.000Z,24500,24300,,,
2013,ford,explorer,limited,3.9,42163,pa,gray,2015-01-07T09:30:00.000Z,25300,24300,,,
2013,ford,explorer,limited,4.1,45577,tx,black,2015-02-11T10:00:00.000Z,23700,24200,,,
2013,ford,explorer,limited,3.3,40867,fl,—,2015-02-05T09:00:00.000Z,24500,24200,,,
2014,ford,escape,se,4.7,6371,nj,silver,2015-02-04T09:00:00.000Z,20200,24200,,,
2014,ford,escape,se,5,3805,nj,white,2015-01-28T09:00:00.000Z,22400,24200,,,
2013,ford,explorer,limited,4.4,43407,tn,red,2015-01-21T10:00:00.000Z,24500,24200,,,
2013,ford,explorer,limited,3.6,40633,ga,red,2015-02-17T09:30:00.000Z,25200,24100,,,
2013,ford,explorer,limited,4.5,66421,ga,gray,2015-01-27T09:30:00.000Z,23500,24100,,,
2013,ford,explorer,limited,3.9,37050,tn,black,2015-01-21T10:30:00.000Z,25300,24100,,,
2013,ford,explorer,limited,4,48332,tx,red,2015-01-21T10:20:00.000Z,23900,24100,,,
2014,ford,escape,se,4.8,17362,qc,gold,2015-02-24T10:00:00.000Z,23800,24000,,,
2013,ford,explorer,limited,4.2,42374,tx,gray,2015-02-11T10:15:00.000Z,24200,24000,,,
2013,ford,explorer,limited,4.2,42413,fl,—,2015-02-04T10:00:00.000Z,24300,24000,,,
2014,ford,escape,se,4.9,15179,qc,blue,2015-02-03T10:00:00.000Z,22100,24000,,,
2014,ford,escape,se,4.6,17731,qc,black,2015-01-20T10:00:00.000Z,22000,24000,,,
2011,infiniti,g-sedan,g37 journey,5,14944,fl,white,2015-01-06T13:00:00.000Z,21800,24000,,,
2013,ford,explorer,limited,3.7,42212,tn,—,2015-02-18T10:00:00.000Z,24700,23900,,,
2013,ford,explorer,limited,4.6,67677,mo,white,2015-02-17T11:00:00.000Z,24200,23900,,,
2013,ford,explorer,limited,3.8,39299,ga,—,2015-02-17T09:30:00.000Z,25500,23900,,,
2014,ford,escape,se,4.9,15796,qc,silver,2015-01-27T10:00:00.000Z,23200,23900,,,
2013,ford,explorer,limited,3.5,47949,fl,—,2015-01-21T10:00:00.000Z,23900,23900,,,
2013,ford,explorer,limited,3.5,36037,mo,red,2015-01-20T11:00:00.000Z,25400,23900,,,
2013,ford,explorer,limited,3.9,40925,fl,—,2015-02-19T09:15:00.000Z,25000,23800,,,
2014,ford,escape,se,4.9,16881,qc,gold,2015-02-03T10:00:00.000Z,21800,23800,,,
2014,ford,escape,se,4.7,13416,qc,blue,2015-01-20T10:00:00.000Z,23300,23800,,,
2013,ford,explorer,limited,4.3,40150,mi,green,2014-12-18T18:15:00.000Z,24200,23800,,,
2011,infiniti,g-sedan,g37 journey,4.4,17941,tx,—,2015-01-21T10:30:00.000Z,20400,23600,,,
2013,ford,explorer,limited,3.5,44444,,gray,2015-01-15T09:20:00.000Z,24100,23600,,,
2013,ford,explorer,limited,3.7,60343,pa,gray,2015-02-25T09:30:00.000Z,24700,23500,,,
2014,ford,escape,se,4.8,18705,qc,orange,2015-02-17T10:00:00.000Z,23200,23500,,,
2014,ford,escape,se,4.9,8200,qc,silver,2015-02-17T10:00:00.000Z,24700,23500,,,
2014,ford,escape,se,4.9,16886,qc,gold,2015-02-10T10:00:00.000Z,22500,23400,,,
2013,ford,explorer,limited,3.1,40184,nc,white,2015-01-06T09:15:00.000Z,25300,23400,,,
2011,infiniti,g-sedan,g37 journey,4.4,28703,fl,black,2015-02-04T09:00:00.000Z,19550,23200,,,
2013,ford,explorer,limited,3.8,46803,tn,—,2015-01-28T10:00:00.000Z,23600,23100,,,
2014,ford,escape,se,4.9,5713,mi,red,2015-01-22T09:00:00.000Z,22300,23000,,,
2011,infiniti,g-sedan,g37 journey,4.8,28022,ga,white,2015-01-06T09:30:00.000Z,20600,23000,,,
2013,ford,explorer,limited,3.6,46914,tx,green,2015-02-04T10:30:00.000Z,23500,22900,,,
2014,ford,escape,se,5,12638,co,—,2015-02-04T19:00:00.000Z,21700,22800,,,
2014,ford,escape,se,5,9828,wa,silver,2015-01-21T12:00:00.000Z,22000,22800,,,
2013,ford,explorer,limited,3.2,56368,az,black,2015-01-08T19:00:00.000Z,22700,22800,,,
2011,infiniti,g-sedan,g37 journey,3.6,17145,ca,white,2014-12-18T20:30:00.000Z,21700,22750,,,
2011,infiniti,g-sedan,g37 journey,3.8,17780,ca,silver,2014-12-18T20:30:00.000Z,21600,22750,,,
2011,infiniti,g-sedan,g37 journey,4.1,13777,,blue,2015-01-15T11:00:00.000Z,21200,22700,,,
2013,ford,explorer,limited,3.9,97214,nv,white,2015-02-20T12:00:00.000Z,23700,22600,,,
2014,ford,escape,se,5,13566,qc,black,2015-02-10T10:00:00.000Z,21800,22500,,,
2014,ford,escape,se,4.9,18779,qc,white,2015-02-03T10:00:00.000Z,21300,22500,,,
2011,infiniti,g-sedan,g37 journey,4.7,11255,ca,black,2015-01-29T12:30:00.000Z,20800,22500,,,
2014,ford,escape,se,4.5,13204,mi,white,2015-01-29T09:00:00.000Z,21600,22500,,,
